Model,Attribute,DI,SPD,EOPP,EOD,TI,PP,CAL,N_Fair,Fair_DI
GradientBoosting,RACE,0.6456278569494839,0.17653580529842644,0.06783184453087365,0.06783184453087365,0.004201510712124802,0.09710915365290018,0.17439541640392686,4,N
GradientBoosting,SEX,0.750786352602007,0.12912258835900908,0.044638762481170824,0.05580618947635631,0.0028258989195631135,0.0017159723019285478,0.044254947455794835,5,N
GradientBoosting,ETHNICITY,0.8188926877007198,0.08315040678120761,0.03161998636638852,0.03161998636638852,0.0017862234874464547,0.002914269572741768,0.03182819584946378,7,Y
GradientBoosting,AGE_GROUP,0.2618590047772287,0.45733498625666735,0.24369248397375076,0.24369248397375076,0.013027004818397053,0.06991272519140168,0.0899556666680823,2,N
DecisionTree,RACE,0.6464503372353458,0.1751338578169715,0.09589439686527057,0.09589439686527057,0.012973280071889887,0.0967741195575883,0.19815554559230802,4,N
DecisionTree,SEX,0.7504023869605763,0.12860422014459627,0.04610326577494295,0.06496982414973826,0.005746119377222969,0.004529629173382843,0.04920857657843469,5,N
DecisionTree,ETHNICITY,0.828718372181169,0.07795970899390658,0.030904588712329373,0.030904588712329373,0.00092389858161461,0.013258547074596061,0.059968631993484456,6,Y
DecisionTree,AGE_GROUP,0.281264323986267,0.4356940713843717,0.23398067994310612,0.23398067994310612,0.018207203141755002,0.10377095142449777,0.0777289438072879,1,N
CatBoost,RACE,0.6076564069267466,0.19406278667791504,0.08932491456763303,0.08932491456763303,0.005134242667698324,0.0605600297603508,0.1785726416414527,4,N
CatBoost,SEX,0.7424165472410441,0.13347433715539314,0.05129953417228417,0.06344003153174389,0.0023148696156170476,7.875223896369743e-05,0.037578450603081626,5,N
CatBoost,ETHNICITY,0.8208044412129952,0.08171916079642277,0.031804054235240464,0.031804054235240464,0.0013938700974614887,0.005708295626509541,0.027716756177797675,7,Y
CatBoost,AGE_GROUP,0.2489648826606348,0.4648692166994252,0.27664855388741594,0.27664855388741594,0.012580585828849258,0.06570924045643212,0.07271164197991398,2,N
DNN (PyTorch),RACE,0.6038154512741426,0.19628762560464635,0.14993097517369358,0.14993097517369358,0.006925115159281937,0.10565650986529196,0.2237613608962612,1,N
DNN (PyTorch),SEX,0.7389045368765418,0.13621769700043357,0.05475916889724308,0.0725999889556418,0.003646886438484147,0.0005863098476689421,0.041180226674952636,5,N
DNN (PyTorch),ETHNICITY,0.8161422930688622,0.08430643305049179,0.03873300561857229,0.03873300561857229,2.504571471804995e-05,0.008834280331775912,0.02546410110180697,7,Y
DNN (PyTorch),AGE_GROUP,0.2518467394045714,0.4666050188735237,0.2890949068426256,0.2890949068426256,0.013093845975585362,0.08309500527753155,0.06835589327224312,2,N
Stacking Ensemble,RACE,0.658874469578611,0.17233754291527453,0.045743900112832137,0.045743900112832137,0.006595630177393702,0.09308555617699377,0.30575322373883534,4,N
Stacking Ensemble,SEX,0.7565062807587786,0.12685874565452404,0.039111986222432726,0.05407156669161875,0.005878501061496268,0.0021040955103475145,0.0937272808900333,4,N
Stacking Ensemble,ETHNICITY,0.8273767513850534,0.07984236403016998,0.02286074380806813,0.03024459824505453,0.003608071069799164,0.002317574524305255,0.08000389634089336,6,Y
Stacking Ensemble,AGE_GROUP,0.280056881482688,0.4455696797593964,0.20361403261456934,0.20361403261456934,0.02049130952619125,0.06562092276269382,0.10492412645793364,2,N
LGB-XGB Blend,RACE,0.6544165607499193,0.1750373181573635,0.04885667182373199,0.04885667182373199,0.005033663083340072,0.09419197866293716,0.19161134666179774,4,N
LGB-XGB Blend,SEX,0.7621560583200926,0.12335089543153499,0.035053438162021555,0.04836476587169211,0.004663963642940951,0.0041757339753409894,0.025496407643006924,5,N
LGB-XGB Blend,ETHNICITY,0.8318995300145732,0.07762284936157182,0.01893774972020046,0.027698004141714458,0.002504361665996345,0.0028415399031442856,0.03581221776335297,7,Y
LGB-XGB Blend,AGE_GROUP,0.2914071258666016,0.4354350041166579,0.18409338690176047,0.18409338690176047,0.015685371990569297,0.0722234797930501,0.07062476090013825,2,N
